identifier,entityName,attributeName,attributeLabel,attributeDefinition,attributeUnit,viewURL,query_datetime_utc,assigned_valueURI,prefName,ontoName,package_type,child_rm,parent_rm,parent_metadata_pid,status,isPublic
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_001_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_002_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_003_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_004_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_005_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_006_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_007_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_008_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_009_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_010_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_ens_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,icesheet_mask.nc,time,NA,Mean days since 1978-12-31,nominalDay,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2BZ6189J,Mote_1996_2015_JJA.nc,time,NA,Days since 1978-12-31,nominalDay,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2MP4VN5F,Incubation rates,Time,NA,Time in days,nominalDay,https://search.dataone.org/view/doi:10.18739/A2MP4VN5F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2MP4VN5F,incubation_rates.csv,Time,NA,Time in days,nominalDay,https://search.dataone.org/view/doi:10.18739/A2MP4VN5F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2R785Q1D,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,time,NA,Time of simulation in hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2R785Q1D,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2RF5KF5N,Imnavait_Tracer_concentrations_over_time.csv,Time,NA,1: samples collected five hours after bromide application2: samples collected eight hours after bromide application (no data from hillslope site because lysimeters were dry) 3-13: samples collected once daily for 10 days after bromide application,NA,https://search.dataone.org/view/doi:10.18739/A2RF5KF5N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A22Z12P9Z,Barrow_OM_Barrow_20080302_R1_thru20100304.ict,collTime,NA,collection time in hours,hour,https://search.dataone.org/view/doi:10.18739/A22Z12P9Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002067,hours elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A20P0WR72,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A20P0WR72,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A20P0WR72,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A20P0WR72,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2862BC5Z,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2862BC5Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2862BC5Z,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2862BC5Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2MG7FW84,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2MG7FW84,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2MG7FW84,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2MG7FW84,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2VX0642G,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2VX0642G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2VX0642G,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2VX0642G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A21G0HV2P,JarvisWatershedSnow_2011_2016.txt,Site,NA,Site at Jarvis Creek where measurements were taken,NA,https://search.dataone.org/view/doi:10.18739/A21G0HV2P,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A2CJ87K8H,SAR Dates,Site,NA,Lake,NA,https://search.dataone.org/view/doi:10.18739/A2CJ87K8H,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A29G5GD77,SWE_ablation_data_Imnavait.1985-2013.txt,SiteID,NA,Site identifier,NA,https://search.dataone.org/view/doi:10.18739/A29G5GD77,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A29G5GD77,SWE_watershed_average_Imnavait_1985_2017.txt,Site ID,NA,Site identification,NA,https://search.dataone.org/view/doi:10.18739/A29G5GD77,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A29G5GD77,snow_depth_density_Imnavait_1998_2017.txt,SiteID,NA,Identification of the snow survey site,NA,https://search.dataone.org/view/doi:10.18739/A29G5GD77,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A29G5GD77,snow_depth_swe_Imnavait_1985_1997.txt,Site Name,NA,Name of the watershed,NA,https://search.dataone.org/view/doi:10.18739/A29G5GD77,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2PK0723G,WFPS.csv,Site,NA,Site at which soil cores were extracted.,NA,https://search.dataone.org/view/doi:10.18739/A2PK0723G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2RF5KF5N,Imnavait_NMR_ppm.csv,Site,NA,Lysimeters were installed in the hillslope (approx. 50 m from the hill crest) or in the riparian zone (approx. 50 m from Imnavait Creek).,NA,https://search.dataone.org/view/doi:10.18739/A2RF5KF5N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2RF5KF5N,Imnavait_Tracer_concentrations_over_time.csv,Site,NA,Lysimeters were installed in the hillslope (approx. 50 m from the hill crest) or in the riparian zone (approx. 50 m from Imnavait Creek).,NA,https://search.dataone.org/view/doi:10.18739/A2RF5KF5N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2RF5KF5N,Imnavait_Pore_water_chemistries.csv,Site,NA,Lysimeters were installed in the hillslope (approx. 50 m from the hill crest) or in the riparian zone (approx. 50 m from Imnavait Creek).,NA,https://search.dataone.org/view/doi:10.18739/A2RF5KF5N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2RF5KF5N,Imnavait_Spatial_Characteristics.csv,Site,NA,Lysimeters were installed in the hillslope (approx. 50 m from the hill crest) or in the riparian zone (approx. 50 m from Imnavait Creek).,NA,https://search.dataone.org/view/doi:10.18739/A2RF5KF5N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002997,site identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.2A_A.2B_enviro_plotdata.csv,TRANSECT AND PLOT DISTANCE FROM ROAD IN METERS,NA,Transect identification - plot distance from the road,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.2AS_A2BS_statistics_transects.csv,TRANSECT NUMBER - TYPE OF SUMMARY DATA,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.3A_A.3B_releve_snowdata.csv,TRANSECT-DISTANCE IN METERS-C-CENTER OR T-TROUGH,NA,transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.3A1_A.3B1_meanstddev_releve_snowdata.csv,TRANSECT NUMBER AND TYPE OF STATISTICAL DATA,NA,transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.3AS_A.3B_statistics_releve_snowdata.csv,TRANSECT NUMBER AND SUMMARY DATA,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.5A_mean_ann_temp_transect.csv,TRANSECT NUMBERDISTANCE FROM ROAD,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.5B_mean_ann_temp_temps_vegplots.csv,TRANSECT NUMBER,NA,transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.6_temp_loggerdata.csv,TRANSECT NUMBER-DISTANCE FROM ROAD IN METERS-CENTER OR TROUGH,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.2A_A.2B_enviro_plotdata.xlsx,TRANSECT AND PLOT DISTANCE FROM ROAD IN METERS,NA,Transect identification - plot distance from the road,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.2AS_A2BS_statistics_transects.xlsx,TRANSECT NUMBER - TYPE OF SUMMARY DATA,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.3A_A.3B_releve_snowdata.xlsx,TRANSECT-DISTANCE IN METERS-C-CENTER OR T-TROUGH,NA,transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.3A1_A.3B1_meanstddev_releve_snowdata.xlsx,TRANSECT NUMBER AND TYPE OF STATISTICAL DATA,NA,transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.3AS_A.3B_statistics_releve_snowdata.xlsx,TRANSECT NUMBER AND SUMMARY DATA,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.5A_mean_ann_temp_transect.xlsx,TRANSECT NUMBERDISTANCE FROM ROAD,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.5B_mean_ann_temp_temps_vegplots.xlsx,TRANSECT NUMBER,NA,transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A28K74X6T,arcsees_2016datarpt_tbl_A.6_temp_loggerdata.xlsx,TRANSECT NUMBER-DISTANCE FROM ROAD IN METERS-CENTER OR TROUGH,NA,Transect identification number,NA,https://search.dataone.org/view/doi:10.18739/A28K74X6T,2020-10-12T16:44:43Z,http://purl.dataone.org/odo/ECSO_00002213,transect identifier,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp has at least one annotation,TRUE
doi:10.18739/A20P0WR72,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,TSLB,NA,SOIL TEMPERATURE,kelvin,https://search.dataone.org/view/doi:10.18739/A20P0WR72,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00001230,Soil Temperature,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A20P0WR72,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,TMN,NA,SOIL TEMPERATURE AT LOWER BOUNDARY,kelvin,https://search.dataone.org/view/doi:10.18739/A20P0WR72,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00001230,Soil Temperature,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
doi:10.18739/A2862BC5Z,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,TSLB,NA,SOIL TEMPERATURE,kelvin,https://search.dataone.org/view/doi:10.18739/A2862BC5Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00001230,Soil Temperature,The Ecosystem Ontology,WEIRD,NA,NA,NA,dp was never annotated,TRUE
